_id,BatchFileName,PoliceServiceType,PoliceService,OPP_PoliceService,IncidentNumber,Date,ApproximateTimeForceApplied,LocationType_ResidentialBuilding,LocationType_NonResidentialBuilding,LocationType_MotorVehicle,LocationType_OpenSpace,LocationType_PublicTransportation,ReportType,TypeTeam,NumberTeam,Attire,AssignmentType,IncidentType,HumaneDestructionAnimal_Distance,HumaneDestructionAnimal_Handgun,HumaneDestructionAnimal_Rifle,HumaneDestructionAnimal_Shotgun,HumaneDestructionAnimal_NumberRoundsDischarged,InteractionType,NumberIndividuals,NumberOtherOfficers,OfficerInvolvedInjuries_PhysicalInjuries,OfficerInvolvedInjuries_Treatment_No,OfficerInvolvedInjuries_Treatment_FirstAid,OfficerInvolvedInjuries_Treatment_MedicalPersonnelScene,OfficerInvolvedInjuries_Treatment_AdmissionMedicalFacility,OfficerInvolvedInjuries_Treatment_MedicalFacility,OfficerInvolvedInjuries_Treatment_Unknown,OfficerInvolvedInjuries_Treatment_Other,NoInteractIndiv_ReasonUseOfForce_EffectArrest,NoInteractIndiv_ReasonUseOfForce_PreventOffence,NoInteractIndiv_ReasonUseOfForce_PreventEscape,NoInteractIndiv_ReasonUseOfForce_ProtectOtherOfficers,NoInteractIndiv_ReasonUseOfForce_ProtectPublic,NoInteractIndiv_ReasonUseOfForce_ProtectSelf,NoInteractIndiv_ReasonUseOfForce_ProtectIndiv,NoInteractIndiv_ReasonUseOfForce_Unintentional,NoInteractIndiv_ReasonUseOfForce_Other,NoInteractIndiv_TypeForceUsed_CEW_Check,NoInteractIndiv_TypeForceUsed_CEW_Discharged,NoInteractIndiv_TypeForceUsed_Firearm_Handgun_Check,NoInteractIndiv_TypeForceUsed_Firearm_Handgun_Drawn,NoInteractIndiv_TypeForceUsed_Firearm_Handgun_Discharged,NoInteractIndiv_TypeForceUsed_Firearm_Rifle_Check,NoInteractIndiv_TypeForceUsed_Firearm_Rifle_Discharged,NoInteractIndiv_TypeForceUsed_Firearm_ShotgunLethal_Check,NoInteractIndiv_TypeForceUsed_Firearm_ShotgunLethal_Discharged,NoIndivAnimalOnly_ReasonUseOfForce_EffectArrest,NoIndivAnimalOnly_ReasonUseOfForce_PreventOffence,NoIndivAnimalOnly_ReasonUseOfForce_PreventEscape,NoIndivAnimalOnly_ReasonUseOfForce_ProtectOtherOfficers,NoIndivAnimalOnly_ReasonUseOfForce_ProtectPublic,NoIndivAnimalOnly_ReasonUseOfForce_ProtectSelf,NoIndivAnimalOnly_ReasonUseOfForce_ProtectIndiv,NoIndivAnimalOnly_ReasonUseOfForce_Unintentional,NoIndivAnimalOnly_ReasonUseOfForce_Other,NoIndivAnimalOnly_TypeForceUsed_CEW,NoIndivAnimalOnly_TypeForceUsed_Firearm,Inclusion_SOLGEN_ARA_Analysis
4484,513370764,Municipal Police,Halton Regional,,HAL-606370,2023-04-04,05:00:00,1,,,,,Team,Hostage Rescue Team,11,Uniform,Tactical,"Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4485,341552737,Municipal Police,Barrie,,BAR-658307,2023-04-12,19:01:00,,1,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),6,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4486,227218137,Municipal Police,Hamilton,,HAM-247422,2023-03-06,15:00:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4487,954129945,Municipal Police,Hamilton,,HAM-742874,2023-03-19,17:48:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4488,370304778,Municipal Police,Hamilton,,HAM-592800,2023-03-20,18:00:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4489,218583978,Municipal Police,Hamilton,,HAM-974673,2023-03-22,01:25:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4490,536268713,Municipal Police,Hamilton,,HAM-974673,2023-03-22,01:25:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4491,144712434,Municipal Police,Hamilton,,HAM-463053,2023-03-21,10:08:00,,,,1,,Team,Tactical Team,2,Uniform,Tactical,Weapon(s),,,,,,Interaction with Individual(s),1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4492,798822001,Municipal Police,Hamilton,,HAM-132838,2023-03-22,05:00:00,1,,,,,Team,Tactical Team,13,Uniform,Tactical,"Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4493,358409983,Municipal Police,Hamilton,,HAM-305179,2023-03-22,14:31:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4494,640810637,Municipal Police,Hamilton,,HAM-677189,2023-03-23,01:13:00,1,,,,,Team,Other,4,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4495,194357216,Municipal Police,Barrie,,BAR-658307,2023-04-12,19:01:00,,1,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),6,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4496,565419183,Municipal Police,Hamilton,,HAM-807490,2023-03-24,20:16:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4497,829571027,Municipal Police,Hamilton,,HAM-807490,2023-03-24,20:18:00,,,1,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4498,200291133,Municipal Police,Hamilton,,HAM-794757,2023-03-31,09:02:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4499,251413711,Municipal Police,Hamilton,,HAM-728153,2023-03-22,15:40:00,,,,,1,Individual,,,Non-Uniform,"Investigations (CIB, Major Crime)",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4500,348980972,Municipal Police,Hamilton,,HAM-194078,2023-02-23,11:05:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Investigation (follow-up, ongoing)",,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4501,550310337,Municipal Police,Durham Regional,,DUR-619345,2023-03-24,15:30:00,1,,,,,Team,Hostage Rescue Team,11,Uniform,Targeted Community Response Units/Hostage Rescue,"Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4502,295111860,Municipal Police,Hamilton,,HAM-971804,2023-04-01,14:08:00,,,,,1,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4503,235608306,Municipal Police,Hamilton,,HAM-351476,2023-04-02,13:37:00,,,,,1,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Traffic (e.g., RIDE, vehicle collision)",,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4504,381231408,Municipal Police,Durham Regional,,DUR-216428,2023-03-23,09:30:00,1,,,,,Team,Hostage Rescue Team,7,Uniform,Targeted Community Response Units/Hostage Rescue,"Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4505,308816801,Municipal Police,Durham Regional,,DUR-127798,2023-03-11,08:04:00,,,1,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,2,Yes,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4506,357796915,Municipal Police,Toronto,,TOR-236253,2023-01-31,14:42:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Investigation (follow-up, ongoing)",,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4507,108888634,Municipal Police,Toronto,,TOR-384238,2023-03-26,03:13:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4508,201445455,Municipal Police,Toronto,,TOR-965808,2023-01-25,08:00:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4509,885549920,Municipal Police,Toronto,,TOR-829629,2023-02-12,07:44:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Investigation (follow-up, ongoing)",,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4510,453588979,Municipal Police,Toronto,,TOR-398831,2023-01-31,01:15:00,,,1,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Stolen Vehicle,,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4511,728722956,Municipal Police,Toronto,,TOR-324495,2023-04-05,11:56:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Family/Neighbour/Other Type of Dispute,,,,,,Interaction with Individual(s),1,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4512,695742628,Municipal Police,London,,LON-773111,2023-03-21,18:40:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4513,124650206,Municipal Police,London,,LON-837965,2023-03-28,21:00:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4514,996947748,Municipal Police,London,,LON-850029,2023-03-31,13:38:00,1,,,,,Team,Tactical Team,4,Uniform,Tactical,Weapon(s),,,,,,Interaction with Individual(s),1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4515,948941052,Municipal Police,London,,LON-620093,2023-03-30,11:51:00,1,,,,,Team,Tactical Team,5,Uniform,Tactical,Weapon(s),,,,,,Interaction with Individual(s),1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4516,600441976,Municipal Police,Toronto,,TOR-234505,2023-01-16,02:29:00,,1,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4517,645105481,Municipal Police,Toronto,,TOR-634637,2023-02-05,22:07:00,,1,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4518,647346732,Municipal Police,Toronto,,TOR-634637,2023-02-05,22:07:00,,1,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4519,668003955,Municipal Police,Toronto,,TOR-616519,2023-02-13,09:40:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4520,251190910,Municipal Police,Toronto,,TOR-616519,2023-02-13,09:40:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4521,653462961,Municipal Police,Chatham-Kent,,CHK-997420,2023-04-14,15:59:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4522,909104502,Municipal Police,Chatham-Kent,,CHK-997420,2023-04-14,15:59:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4523,474393199,Municipal Police,Toronto,,TOR-739333,2023-02-13,18:15:00,,,,1,,Individual,,,Non-Uniform,Drugs,"Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4524,672740628,Municipal Police,Toronto,,TOR-656675,2023-02-09,17:36:00,,,,1,,Individual,,,Uniform,Other,Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4525,244619797,Municipal Police,Toronto,,TOR-656675,2023-02-09,17:37:00,,1,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4526,714971833,Municipal Police,Toronto,,TOR-656675,2023-02-09,17:34:00,,1,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),2,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4527,892301193,Municipal Police,Toronto,,TOR-656675,2023-02-09,17:34:00,,1,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),2,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4528,771001481,Municipal Police,Toronto,,TOR-199761,2023-02-19,15:30:00,,,,,1,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4529,462309375,Municipal Police,Toronto,,TOR-709316,2023-02-18,22:19:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4530,563096531,Municipal Police,Toronto,,TOR-465151,2023-02-18,21:30:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4531,216388820,Municipal Police,Toronto,,TOR-734401,2023-02-05,17:19:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4532,621525466,Municipal Police,Toronto,,TOR-264653,2023-02-20,03:53:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4533,403940176,Municipal Police,Toronto,,TOR-391902,2023-02-20,03:54:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4534,125399362,Municipal Police,Toronto,,TOR-406956,2023-02-13,08:30:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4535,455411824,Municipal Police,Toronto,,TOR-207971,2023-01-08,08:34:00,,1,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4536,845979111,Municipal Police,Durham Regional,,DUR-700913,2023-03-25,20:48:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4537,767729262,Municipal Police,Durham Regional,,DUR-700913,2023-03-25,21:48:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4538,315098588,Municipal Police,Thunder Bay,,THB-893358,2023-03-24,21:40:00,1,,,,,Team,Hostage Rescue Team,4,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Other Federal/Provincial Statutes (e.g., LLA)",,,,,,Interaction with Individual(s),3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4539,629152115,Municipal Police,Thunder Bay,,THB-856112,2023-04-02,20:49:00,,1,,,,Team,Hostage Rescue Team,5,Uniform,Tactical,Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4540,706209179,Municipal Police,Stratford,,STF-265292,2023-04-05,21:45:00,1,,,,,Team,Containment Team,10,Uniform,Drugs,"Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4541,147966742,Municipal Police,Ottawa,,OTT-842899,2023-04-13,01:58:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Assisting Other Police Service/Agency (e.g., EMS, animal welfare inspectors)",,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4542,747515684,Municipal Police,Thunder Bay,,THB-324567,2023-01-09,21:08:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4543,532299413,Municipal Police,Thunder Bay,,THB-818897,2023-02-25,04:55:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),4,6,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4544,892890200,Municipal Police,Thunder Bay,,THB-818897,2023-02-25,04:55:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),4,6,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4545,280860416,Municipal Police,Thunder Bay,,THB-818897,2023-02-25,04:55:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,6,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4546,431683609,Municipal Police,Thunder Bay,,THB-818897,2023-02-25,04:55:00,1,,,1,,Individual,,,Uniform,Tactical,Weapon(s),,,,,,Interaction with Individual(s),6,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4547,934251463,Municipal Police,Thunder Bay,,THB-713249,2023-03-06,09:40:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),2,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4548,136036697,Municipal Police,Thunder Bay,,THB-113612,2023-03-19,17:46:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),4,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4549,688033491,Municipal Police,Thunder Bay,,THB-941744,2023-03-28,02:03:00,,1,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4550,396039092,Municipal Police,Thunder Bay,,THB-262215,2023-03-28,19:16:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4551,941032938,Municipal Police,Thunder Bay,,THB-232061,2023-03-29,08:30:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4552,685311575,Municipal Police,Thunder Bay,,THB-479362,2023-04-01,20:16:00,,,,,1,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4553,427050724,Municipal Police,Thunder Bay,,THB-471114,2023-04-04,15:11:00,,,1,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4554,702026692,Municipal Police,Thunder Bay,,THB-947566,2023-04-10,22:20:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4555,291320771,Municipal Police,Thunder Bay,,THB-947566,2023-04-10,22:20:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4556,386443938,Municipal Police,Peterborough,,PET-804983,2023-04-14,22:34:00,1,,,,,Individual,,,Uniform,Containment,Weapon(s),,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4557,391359325,Municipal Police,Toronto,,TOR-585137,2023-03-08,22:33:00,,1,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4558,895359387,Municipal Police,Ottawa,,OTT-339347,2023-04-12,12:28:00,,,1,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Stolen Vehicle,,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
