BatchFileName,Indiv_Index,Weapon,Location
431683609,3,Handgun,"Accessible (e.g., within reach)"
431683609,4,Handgun,"Accessible (e.g., within reach)"
431683609,5,Unknown Type of Weapon,"Accessible (e.g., within reach)"
431683609,6,Unknown Type of Weapon,"Accessible (e.g., within reach)"
136036697,1,Knife/Edged,In Hand
136036697,2,Knife/Edged,In Hand
136036697,3,Knife/Edged,In Hand
688033491,1,Knife/Edged,In Hand
941032938,1,Handgun,"Accessible (e.g., within reach)"
685311575,1,Handgun,"Accessible (e.g., within reach)"
702026692,1,Other,"Accessible (e.g., within reach)"
291320771,1,Other,"Accessible (e.g., within reach)"
386443938,1,Other,"Accessible (e.g., within reach)"
391359325,1,Knife/Edged,"Accessible (e.g., within reach)"
552509529,1,Aerosol,In Hand
764772638,1,Handgun,"Accessible (e.g., within reach)"
949820022,1,Unknown Type of Weapon,"On Person, including concealed"
547485459,1,Handgun,"On Person, including concealed"
547485459,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
775493765,1,Knife/Edged,In Hand
621577017,1,Knife/Edged,"On Person, including concealed"
894800362,1,Handgun,"Accessible (e.g., within reach)"
748722632,1,Handgun,"Accessible (e.g., within reach)"
748722632,2,Handgun,"Accessible (e.g., within reach)"
748722632,3,Handgun,"Accessible (e.g., within reach)"
748722632,4,Handgun,"Accessible (e.g., within reach)"
748722632,5,Handgun,"Accessible (e.g., within reach)"
689618097,1,Handgun,"Accessible (e.g., within reach)"
340824932,1,Handgun,"On Person, including concealed"
923282100,1,Handgun,"Accessible (e.g., within reach)"
923282100,2,Handgun,"Accessible (e.g., within reach)"
923282100,3,Handgun,"Accessible (e.g., within reach)"
676491706,1,Handgun,"Accessible (e.g., within reach)"
676491706,2,Handgun,"Accessible (e.g., within reach)"
676491706,3,Handgun,"Accessible (e.g., within reach)"
307821565,1,Knife/Edged,In Hand
344070369,1,Knife/Edged,"Accessible (e.g., within reach)"
298789669,1,Knife/Edged,"Accessible (e.g., within reach)"
601378265,1,Club or Impact Weapon,In Hand
145448883,1,Knife/Edged,In Hand
867331813,1,Knife/Edged,In Hand
232976710,1,Knife/Edged,"On Person, including concealed"
437475866,1,Knife/Edged,In Hand
898412663,1,Knife/Edged,In Hand
900810508,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
430885960,1,Knife/Edged,"On Person, including concealed"
888376313,1,Knife/Edged,"On Person, including concealed"
368293186,1,Knife/Edged,"On Person, including concealed"
511678980,1,Knife/Edged,In Hand
328519043,1,Knife/Edged,In Hand
211371471,1,Unknown Type of Weapon,In Hand
448279197,1,Unknown Type of Weapon,In Hand
149989437,1,Club or Impact Weapon,"Accessible (e.g., within reach)"
149989437,1,Unknown Type of Weapon,"On Person, including concealed"
192988553,1,Other,In Hand
254161163,1,Handgun,"Accessible (e.g., within reach)"
254161163,2,Handgun,In Hand
254161163,3,Handgun,"Accessible (e.g., within reach)"
254161163,4,Handgun,"Accessible (e.g., within reach)"
300180519,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
928936475,1,Knife/Edged,"On Person, including concealed"
663818012,1,Other,In Hand
969559372,1,Other,In Hand
969559372,1,Other,In Hand
336100550,1,Handgun,"Accessible (e.g., within reach)"
336100550,2,Handgun,"Accessible (e.g., within reach)"
584058473,1,Knife/Edged,"On Person, including concealed"
478937282,1,Handgun,"Accessible (e.g., within reach)"
478937282,2,Handgun,"Accessible (e.g., within reach)"
478937282,3,Handgun,"Accessible (e.g., within reach)"
539953602,4,Vehicle,""
246017077,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
246017077,2,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
631037824,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
459425765,1,Knife/Edged,"On Person, including concealed"
194501785,1,Knife/Edged,In Hand
555395414,1,Handgun,"On Person, including concealed"
555395414,2,Handgun,"On Person, including concealed"
227596443,1,Handgun,"On Person, including concealed"
620190654,1,Club or Impact Weapon,"On Person, including concealed"
523060668,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
523060668,1,Vehicle,""
523060668,2,Unknown Type of Weapon,"Accessible (e.g., within reach)"
523060668,2,Vehicle,""
560272613,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
560272613,1,Vehicle,""
560272613,2,Unknown Type of Weapon,"Accessible (e.g., within reach)"
560272613,2,Vehicle,""
800176034,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
800176034,1,Vehicle,""
800176034,2,Unknown Type of Weapon,"Accessible (e.g., within reach)"
800176034,2,Vehicle,""
912953594,1,Handgun,"Accessible (e.g., within reach)"
912953594,2,Handgun,"Accessible (e.g., within reach)"
903701986,1,Handgun,"Accessible (e.g., within reach)"
903701986,2,Handgun,"Accessible (e.g., within reach)"
903701986,3,Handgun,"Accessible (e.g., within reach)"
777406566,1,Handgun,"Accessible (e.g., within reach)"
128627168,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
128627168,1,Vehicle,""
366556928,1,Handgun,"Accessible (e.g., within reach)"
596450419,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
987435231,1,Unknown Type of Weapon,"On Person, including concealed"
742734588,1,Knife/Edged,"On Person, including concealed"
677730265,1,Knife/Edged,"On Person, including concealed"
140629054,1,Knife/Edged,"On Person, including concealed"
439210651,1,Club or Impact Weapon,"On Person, including concealed"
439210651,1,Knife/Edged,"On Person, including concealed"
449393130,1,Club or Impact Weapon,In Hand
814152402,1,Handgun,"On Person, including concealed"
819903006,1,Club or Impact Weapon,"On Person, including concealed"
307207525,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
900034569,1,Handgun,"On Person, including concealed"
752104257,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
906291467,1,Knife/Edged,In Hand
167947623,1,Knife/Edged,"On Person, including concealed"
529686051,1,Handgun,"Accessible (e.g., within reach)"
797124673,1,Handgun,"Accessible (e.g., within reach)"
451882707,1,Other,"On Person, including concealed"
618540475,1,Knife/Edged,"Accessible (e.g., within reach)"
871173723,1,Other,In Hand
584800087,1,Knife/Edged,"Accessible (e.g., within reach)"
598338723,1,Knife/Edged,In Hand
803857510,1,Knife/Edged,In Hand
351589316,1,Knife/Edged,In Hand
147375837,1,Knife/Edged,"Accessible (e.g., within reach)"
592440219,1,Handgun,"Accessible (e.g., within reach)"
592440219,2,Handgun,"Accessible (e.g., within reach)"
592440219,3,Handgun,"Accessible (e.g., within reach)"
592440219,4,Handgun,"Accessible (e.g., within reach)"
420392854,1,Handgun,"Accessible (e.g., within reach)"
420392854,2,Handgun,"Accessible (e.g., within reach)"
420392854,3,Handgun,"Accessible (e.g., within reach)"
420392854,4,Handgun,"Accessible (e.g., within reach)"
420392854,5,Handgun,"Accessible (e.g., within reach)"
690188369,1,Handgun,"Accessible (e.g., within reach)"
690188369,2,Handgun,"Accessible (e.g., within reach)"
986581232,1,Handgun,"Accessible (e.g., within reach)"
986581232,2,Handgun,"Accessible (e.g., within reach)"
175179984,1,Vehicle,""
214217087,1,Handgun,"On Person, including concealed"
623539599,1,Unknown Type of Weapon,"On Person, including concealed"
352786148,1,Handgun,"Accessible (e.g., within reach)"
352786148,2,Handgun,"Accessible (e.g., within reach)"
352786148,3,Handgun,"Accessible (e.g., within reach)"
597431659,1,Handgun,"On Person, including concealed"
346567901,1,Vehicle,""
785538092,1,Vehicle,""
331599823,1,Handgun,"On Person, including concealed"
331599823,2,Handgun,"On Person, including concealed"
331599823,3,Handgun,"On Person, including concealed"
695034143,1,Club or Impact Weapon,"On Person, including concealed"
780602933,1,Other,In Hand
980792695,1,Handgun,"Accessible (e.g., within reach)"
980792695,2,Handgun,"Accessible (e.g., within reach)"
337686785,1,Unknown Type of Weapon,"On Person, including concealed"
139400706,1,Knife/Edged,"Accessible (e.g., within reach)"
971586761,1,Handgun,"Accessible (e.g., within reach)"
971586761,1,Knife/Edged,"Accessible (e.g., within reach)"
971586761,2,Handgun,"Accessible (e.g., within reach)"
971586761,2,Knife/Edged,"Accessible (e.g., within reach)"
533865979,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
291138208,1,Handgun,"On Person, including concealed"
748820373,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
443323083,1,Handgun,"Accessible (e.g., within reach)"
908473719,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
804473985,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
635557945,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
113354989,1,Knife/Edged,"Accessible (e.g., within reach)"
737480253,1,Unknown Type of Weapon,"On Person, including concealed"
813233526,1,Handgun,"On Person, including concealed"
216450124,1,Knife/Edged,In Hand
183190053,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
702622067,1,Handgun,"On Person, including concealed"
481115319,1,Handgun,"On Person, including concealed"
500161839,1,Handgun,In Hand
405026257,1,Handgun,"On Person, including concealed"
405026257,1,Knife/Edged,"On Person, including concealed"
882073133,1,Knife/Edged,In Hand
218102872,1,Handgun,"Accessible (e.g., within reach)"
218102872,2,Handgun,"Accessible (e.g., within reach)"
218102872,3,Handgun,"Accessible (e.g., within reach)"
218102872,4,Handgun,"Accessible (e.g., within reach)"
887484987,1,Handgun,In Hand
232805506,1,Handgun,"Accessible (e.g., within reach)"
232805506,2,Handgun,"Accessible (e.g., within reach)"
232805506,3,Handgun,"Accessible (e.g., within reach)"
735231044,1,Handgun,"On Person, including concealed"
914705265,1,Handgun,"On Person, including concealed"
960369209,1,Handgun,"Accessible (e.g., within reach)"
960369209,2,Handgun,"Accessible (e.g., within reach)"
923757930,1,Handgun,"On Person, including concealed"
923757930,2,Handgun,"Accessible (e.g., within reach)"
460877246,1,Knife/Edged,"Accessible (e.g., within reach)"
772405293,1,Handgun,"Accessible (e.g., within reach)"
772405293,2,Handgun,"Accessible (e.g., within reach)"
772405293,3,Handgun,"Accessible (e.g., within reach)"
772405293,4,Handgun,"Accessible (e.g., within reach)"
511000873,1,Other,In Hand
511000873,1,Other,In Hand
135676884,1,Knife/Edged,"Accessible (e.g., within reach)"
135676884,1,Other,"Accessible (e.g., within reach)"
281631156,1,Knife/Edged,In Hand
243707055,1,Knife/Edged,In Hand
136381808,1,Knife/Edged,In Hand
249486912,1,Knife/Edged,In Hand
895217031,1,Handgun,"On Person, including concealed"
895217031,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
546339062,1,Handgun,"On Person, including concealed"
546339062,1,"Long Gun (rifle, shotgun)","On Person, including concealed"
218690578,1,Handgun,"On Person, including concealed"
218690578,2,Handgun,"On Person, including concealed"
218690578,3,Handgun,"On Person, including concealed"
218690578,4,Handgun,"On Person, including concealed"
246890783,1,Handgun,"Accessible (e.g., within reach)"
246890783,2,Handgun,"Accessible (e.g., within reach)"
246890783,3,Handgun,"Accessible (e.g., within reach)"
246890783,4,Handgun,"Accessible (e.g., within reach)"
530314298,1,Handgun,"Accessible (e.g., within reach)"
530314298,2,Handgun,"Accessible (e.g., within reach)"
530314298,3,Handgun,"Accessible (e.g., within reach)"
530314298,4,Handgun,"Accessible (e.g., within reach)"
530314298,5,Handgun,"Accessible (e.g., within reach)"
530314298,6,Handgun,"Accessible (e.g., within reach)"
833832093,1,Handgun,"Accessible (e.g., within reach)"
833832093,2,Handgun,"Accessible (e.g., within reach)"
375303444,1,Knife/Edged,In Hand
920100919,1,Handgun,"On Person, including concealed"
807429028,1,Handgun,"On Person, including concealed"
223207730,1,Club or Impact Weapon,"Accessible (e.g., within reach)"
605535593,1,Handgun,"Accessible (e.g., within reach)"
125045594,1,Handgun,"Accessible (e.g., within reach)"
622240754,1,Handgun,"Accessible (e.g., within reach)"
739303862,1,Knife/Edged,In Hand
739303862,1,Knife/Edged,"On Person, including concealed"
808590738,1,Knife/Edged,In Hand
808590738,1,Knife/Edged,"On Person, including concealed"
905908237,1,Knife/Edged,"On Person, including concealed"
813321889,1,Handgun,"On Person, including concealed"
813321889,2,Handgun,"On Person, including concealed"
813321889,3,Handgun,"On Person, including concealed"
813321889,4,Handgun,"On Person, including concealed"
939546831,1,Knife/Edged,"Accessible (e.g., within reach)"
627506967,1,Knife/Edged,In Hand
329972430,1,Knife/Edged,In Hand
244894617,1,Club or Impact Weapon,"On Person, including concealed"
306482612,1,Knife/Edged,"Accessible (e.g., within reach)"
251725696,1,Handgun,"Accessible (e.g., within reach)"
251725696,2,Handgun,"Accessible (e.g., within reach)"
181505210,1,Other,"On Person, including concealed"
725573507,1,Knife/Edged,In Hand
827836483,1,Handgun,"Accessible (e.g., within reach)"
827836483,1,Knife/Edged,"Accessible (e.g., within reach)"
638300220,1,Handgun,"Accessible (e.g., within reach)"
676496326,1,Handgun,"Accessible (e.g., within reach)"
676496326,2,Handgun,"Accessible (e.g., within reach)"
394084424,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
394084424,2,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
394084424,3,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
394084424,6,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
932578677,1,Knife/Edged,In Hand
197994851,1,Knife/Edged,"On Person, including concealed"
415264388,1,Club or Impact Weapon,In Hand
893040467,1,Other,In Hand
528246186,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
478778597,1,Knife/Edged,"Accessible (e.g., within reach)"
950526393,1,Handgun,"On Person, including concealed"
950526393,2,Handgun,"On Person, including concealed"
950526393,3,Handgun,"On Person, including concealed"
822289119,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
142387795,1,Knife/Edged,In Hand
133984342,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
133984342,2,Unknown Type of Weapon,"Accessible (e.g., within reach)"
133984342,3,Unknown Type of Weapon,"Accessible (e.g., within reach)"
133984342,4,Unknown Type of Weapon,"Accessible (e.g., within reach)"
133984342,5,Unknown Type of Weapon,"Accessible (e.g., within reach)"
986279815,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
910653644,1,Knife/Edged,"On Person, including concealed"
136092890,1,Handgun,"On Person, including concealed"
136092890,1,Knife/Edged,"On Person, including concealed"
136092890,1,"Long Gun (rifle, shotgun)","On Person, including concealed"
761843824,1,Handgun,In Hand
462268348,1,Knife/Edged,In Hand
462268348,1,Other,"On Person, including concealed"
474306222,1,Handgun,"On Person, including concealed"
213556668,1,Knife/Edged,In Hand
774994111,1,"Long Gun (rifle, shotgun)",In Hand
287792127,1,Knife/Edged,"On Person, including concealed"
596321822,1,Knife/Edged,"On Person, including concealed"
636871433,1,Handgun,"On Person, including concealed"
636871433,1,Knife/Edged,"Accessible (e.g., within reach)"
636871433,2,Handgun,"On Person, including concealed"
636871433,2,Knife/Edged,"Accessible (e.g., within reach)"
546482822,1,Handgun,"On Person, including concealed"
546482822,1,Knife/Edged,"Accessible (e.g., within reach)"
546482822,2,Handgun,"On Person, including concealed"
546482822,2,Knife/Edged,"Accessible (e.g., within reach)"
231494947,1,Knife/Edged,"On Person, including concealed"
210066841,1,Knife/Edged,"On Person, including concealed"
836194941,1,Knife/Edged,In Hand
605731060,5,Handgun,"Accessible (e.g., within reach)"
605731060,5,Unknown Type of Weapon,"Accessible (e.g., within reach)"
605731060,6,Handgun,"Accessible (e.g., within reach)"
605731060,6,Unknown Type of Weapon,"Accessible (e.g., within reach)"
134909913,1,Knife/Edged,"On Person, including concealed"
813018999,1,Handgun,In Hand
426743616,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
884366228,1,Handgun,"On Person, including concealed"
790856407,1,Knife/Edged,"On Person, including concealed"
958909178,1,Handgun,"Accessible (e.g., within reach)"
351268302,1,Handgun,"Accessible (e.g., within reach)"
470178189,1,Unknown Type of Weapon,"On Person, including concealed"
130946100,1,Handgun,"On Person, including concealed"
552843366,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
722486091,1,Handgun,"Accessible (e.g., within reach)"
722486091,2,Handgun,"Accessible (e.g., within reach)"
722486091,3,Handgun,"Accessible (e.g., within reach)"
637844565,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
637844565,2,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
869321623,1,Canine,""
869321623,1,Knife/Edged,"On Person, including concealed"
577074043,1,Knife/Edged,"Accessible (e.g., within reach)"
389783282,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
550931953,1,Handgun,"Accessible (e.g., within reach)"
582991101,1,Club or Impact Weapon,In Hand
891304508,1,Handgun,"Accessible (e.g., within reach)"
445960562,1,Knife/Edged,In Hand
950054152,1,Knife/Edged,In Hand
682084898,1,Handgun,"On Person, including concealed"
116069305,1,Unknown Type of Weapon,"On Person, including concealed"
388722319,1,Handgun,"On Person, including concealed"
388722319,1,"Long Gun (rifle, shotgun)","On Person, including concealed"
388722319,1,Other,"On Person, including concealed"
495596063,1,Knife/Edged,"On Person, including concealed"
495596063,2,Knife/Edged,"On Person, including concealed"
495596063,3,Knife/Edged,"On Person, including concealed"
495596063,4,Knife/Edged,"On Person, including concealed"
102516584,1,Knife/Edged,"Accessible (e.g., within reach)"
727399025,1,Club or Impact Weapon,In Hand
727399025,1,Handgun,"Accessible (e.g., within reach)"
727154404,1,Club or Impact Weapon,In Hand
727154404,1,Handgun,"Accessible (e.g., within reach)"
981874834,1,Handgun,"On Person, including concealed"
981874834,2,Handgun,"On Person, including concealed"
498410364,1,Handgun,"On Person, including concealed"
882104525,1,Handgun,"Accessible (e.g., within reach)"
882104525,2,Handgun,"Accessible (e.g., within reach)"
308195638,1,Knife/Edged,"Accessible (e.g., within reach)"
764322260,1,Knife/Edged,In Hand
535391897,1,Knife/Edged,"On Person, including concealed"
595624084,1,Handgun,"On Person, including concealed"
768717958,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
650497541,1,Other,"Accessible (e.g., within reach)"
650497541,2,Knife/Edged,"On Person, including concealed"
650497541,2,Other,"Accessible (e.g., within reach)"
650497541,3,Other,"Accessible (e.g., within reach)"
864532139,1,Handgun,"Accessible (e.g., within reach)"
864532139,2,Handgun,"Accessible (e.g., within reach)"
107336272,1,Handgun,"On Person, including concealed"
107336272,2,Handgun,"On Person, including concealed"
173046300,1,Handgun,"On Person, including concealed"
219930477,1,Knife/Edged,In Hand
801648534,1,Knife/Edged,In Hand
464096244,1,Handgun,"Accessible (e.g., within reach)"
747460800,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
579237454,1,Handgun,"Accessible (e.g., within reach)"
417877900,1,Other,"Accessible (e.g., within reach)"
965385506,1,Handgun,"On Person, including concealed"
866786489,1,Handgun,"On Person, including concealed"
902601789,1,Handgun,"Accessible (e.g., within reach)"
924775065,1,Handgun,"Accessible (e.g., within reach)"
924775065,2,Handgun,"Accessible (e.g., within reach)"
471185028,1,Other,In Hand
471185028,2,Other,In Hand
471185028,3,Other,In Hand
471185028,4,Other,In Hand
471185028,5,Other,In Hand
471185028,6,Other,In Hand
471185028,7,Other,In Hand
471185028,8,Other,In Hand
116504144,1,"Long Gun (rifle, shotgun)",In Hand
712540332,1,Handgun,In Hand
653864668,1,Handgun,"Accessible (e.g., within reach)"
653864668,2,Handgun,"Accessible (e.g., within reach)"
653864668,3,Handgun,"Accessible (e.g., within reach)"
238666597,1,Knife/Edged,"Accessible (e.g., within reach)"
238666597,1,Other,"Accessible (e.g., within reach)"
707375487,1,Knife/Edged,"On Person, including concealed"
707375487,2,Knife/Edged,"On Person, including concealed"
791845114,1,Handgun,In Hand
939009531,1,Other,In Hand
970744216,1,Club or Impact Weapon,In Hand
283694051,1,Knife/Edged,"On Person, including concealed"
635023996,1,Knife/Edged,"Accessible (e.g., within reach)"
122755735,1,Handgun,"Accessible (e.g., within reach)"
122755735,2,Handgun,"Accessible (e.g., within reach)"
122755735,3,Handgun,"Accessible (e.g., within reach)"
122755735,4,Handgun,"Accessible (e.g., within reach)"
213076713,1,Knife/Edged,"Accessible (e.g., within reach)"
213076713,1,Other,"Accessible (e.g., within reach)"
408451052,1,Handgun,"Accessible (e.g., within reach)"
950698184,1,Knife/Edged,"On Person, including concealed"
217105259,1,Knife/Edged,"On Person, including concealed"
105094550,1,"Long Gun (rifle, shotgun)",In Hand
257011092,1,Other,"Accessible (e.g., within reach)"
516895433,1,Knife/Edged,"On Person, including concealed"
821576923,1,Handgun,In Hand
821576923,2,Handgun,In Hand
415392073,1,Knife/Edged,In Hand
269722723,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
713039519,1,Handgun,"Accessible (e.g., within reach)"
713039519,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
867020605,1,Knife/Edged,"Accessible (e.g., within reach)"
292207376,1,Club or Impact Weapon,"Accessible (e.g., within reach)"
292207376,2,Club or Impact Weapon,"Accessible (e.g., within reach)"
462780422,1,Club or Impact Weapon,"On Person, including concealed"
690657434,1,Club or Impact Weapon,"Accessible (e.g., within reach)"
691793502,1,Knife/Edged,"On Person, including concealed"
498606313,1,Handgun,"Accessible (e.g., within reach)"
498606313,2,Handgun,"Accessible (e.g., within reach)"
206364938,1,Handgun,"Accessible (e.g., within reach)"
921872604,1,Handgun,In Hand
921872604,2,Handgun,"On Person, including concealed"
921872604,3,Handgun,"On Person, including concealed"
845748542,1,Handgun,"On Person, including concealed"
656568244,1,Knife/Edged,"Accessible (e.g., within reach)"
856380507,1,Knife/Edged,"On Person, including concealed"
424222803,1,Knife/Edged,"On Person, including concealed"
788175866,1,Knife/Edged,"Accessible (e.g., within reach)"
478123669,1,Knife/Edged,"On Person, including concealed"
999643077,1,Handgun,"Accessible (e.g., within reach)"
999643077,2,Handgun,"On Person, including concealed"
847324260,1,Knife/Edged,"On Person, including concealed"
335097310,1,Knife/Edged,"On Person, including concealed"
104572057,1,Knife/Edged,"On Person, including concealed"
567111902,1,Handgun,"On Person, including concealed"
567111902,3,Handgun,"On Person, including concealed"
286600236,1,Unknown Type of Weapon,"On Person, including concealed"
467478953,1,Handgun,"Accessible (e.g., within reach)"
467478953,2,Handgun,"Accessible (e.g., within reach)"
891575872,1,Handgun,"Accessible (e.g., within reach)"
891575872,2,Handgun,"Accessible (e.g., within reach)"
891575872,3,Handgun,In Hand
348944098,1,Handgun,"On Person, including concealed"
348944098,2,Handgun,"On Person, including concealed"
150481039,1,Handgun,"On Person, including concealed"
150481039,2,Handgun,"On Person, including concealed"
320387888,1,Handgun,"On Person, including concealed"
628763803,1,Handgun,"Accessible (e.g., within reach)"
628763803,2,Handgun,"Accessible (e.g., within reach)"
628763803,3,Handgun,"Accessible (e.g., within reach)"
628763803,4,Handgun,"Accessible (e.g., within reach)"
277755650,1,Knife/Edged,"Accessible (e.g., within reach)"
106036558,1,Other,"Accessible (e.g., within reach)"
106036558,1,Vehicle,""
260186984,1,Handgun,In Hand
260186984,2,Handgun,"Accessible (e.g., within reach)"
260186984,3,Handgun,"Accessible (e.g., within reach)"
850447585,1,Handgun,In Hand
850447585,2,Handgun,"On Person, including concealed"
850447585,3,Handgun,"On Person, including concealed"
850447585,4,Handgun,"Accessible (e.g., within reach)"
850447585,5,Handgun,"Accessible (e.g., within reach)"
432848358,1,Knife/Edged,"Accessible (e.g., within reach)"
432848358,1,Other,"Accessible (e.g., within reach)"
920635608,1,Knife/Edged,"Accessible (e.g., within reach)"
920635608,1,Unknown Type of Weapon,"On Person, including concealed"
794059820,1,Other,In Hand
309773847,1,Knife/Edged,"On Person, including concealed"
557314760,1,Knife/Edged,In Hand
857180253,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
183099545,1,Knife/Edged,"On Person, including concealed"
771135881,1,Knife/Edged,In Hand
547360990,1,Knife/Edged,"Accessible (e.g., within reach)"
510371626,1,Handgun,"On Person, including concealed"
225270727,1,Handgun,"On Person, including concealed"
225270727,1,Knife/Edged,"On Person, including concealed"
531790990,1,Knife/Edged,In Hand
716179894,1,Handgun,"Accessible (e.g., within reach)"
488887787,1,Knife/Edged,"Accessible (e.g., within reach)"
316956555,1,Knife/Edged,"Accessible (e.g., within reach)"
393888940,1,Unknown Type of Weapon,"On Person, including concealed"
932872085,1,Knife/Edged,In Hand
712458307,1,Handgun,"On Person, including concealed"
657786384,1,Handgun,"On Person, including concealed"
150924639,1,Handgun,"On Person, including concealed"
669785370,1,Other,In Hand
580424630,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
580424630,2,Unknown Type of Weapon,"Accessible (e.g., within reach)"
580424630,3,Unknown Type of Weapon,"Accessible (e.g., within reach)"
781868600,1,Handgun,"Accessible (e.g., within reach)"
655836913,1,Knife/Edged,"On Person, including concealed"
639971956,1,Knife/Edged,In Hand
870992763,1,Knife/Edged,In Hand
433953992,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
298762998,1,Knife/Edged,In Hand
632334463,1,Club or Impact Weapon,In Hand
655993729,1,Club or Impact Weapon,In Hand
365447025,1,Knife/Edged,"Accessible (e.g., within reach)"
456827181,1,Handgun,"Accessible (e.g., within reach)"
568759080,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
170286110,1,Knife/Edged,In Hand
366927525,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
366927525,2,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
153208826,1,Knife/Edged,In Hand
997793544,1,Handgun,"Accessible (e.g., within reach)"
234277446,1,Knife/Edged,"Accessible (e.g., within reach)"
415760380,1,Other,In Hand
322994704,1,Knife/Edged,"Accessible (e.g., within reach)"
322994704,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
744470720,1,Knife/Edged,In Hand
940131618,1,Knife/Edged,"Accessible (e.g., within reach)"
940131618,1,Other,In Hand
852780905,1,Other,"Accessible (e.g., within reach)"
708530710,1,Handgun,"Accessible (e.g., within reach)"
152305800,1,Handgun,"Accessible (e.g., within reach)"
152305800,2,Handgun,"Accessible (e.g., within reach)"
152305800,3,Handgun,"Accessible (e.g., within reach)"
529676231,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
529676231,1,Vehicle,""
745237430,1,Knife/Edged,In Hand
488599196,1,Knife/Edged,"On Person, including concealed"
344322464,1,Knife/Edged,In Hand
804511426,1,Knife/Edged,"On Person, including concealed"
417951357,1,Knife/Edged,In Hand
475827504,1,Club or Impact Weapon,"Accessible (e.g., within reach)"
899673114,1,Knife/Edged,"On Person, including concealed"
437655255,1,Handgun,"On Person, including concealed"
324307426,1,Handgun,"Accessible (e.g., within reach)"
399255572,1,Handgun,"Accessible (e.g., within reach)"
399255572,2,Handgun,"Accessible (e.g., within reach)"
261101288,1,Knife/Edged,In Hand
844989752,1,Handgun,"On Person, including concealed"
844989752,2,Handgun,"On Person, including concealed"
844989752,3,Handgun,"On Person, including concealed"
844989752,4,Handgun,"On Person, including concealed"
844989752,5,Handgun,In Hand
689167441,1,Handgun,"Accessible (e.g., within reach)"
110772450,1,Knife/Edged,In Hand
495285620,1,Knife/Edged,"On Person, including concealed"
659545227,1,Knife/Edged,"On Person, including concealed"
493557140,1,Handgun,"Accessible (e.g., within reach)"
493557140,2,Handgun,"Accessible (e.g., within reach)"
493557140,3,Handgun,"Accessible (e.g., within reach)"
493557140,4,Handgun,"Accessible (e.g., within reach)"
478988785,1,Knife/Edged,"Accessible (e.g., within reach)"
499800768,1,Knife/Edged,In Hand
249767553,1,Handgun,"On Person, including concealed"
739399485,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
206113350,1,Knife/Edged,In Hand
868481643,1,Handgun,"On Person, including concealed"
868481643,1,"Long Gun (rifle, shotgun)","On Person, including concealed"
285625518,1,Handgun,"Accessible (e.g., within reach)"
446650100,1,Handgun,"Accessible (e.g., within reach)"
