File Name,Variable Name,Variable Label,Variable Definition,Data Values,Requirement Status in the Use of Force Report,Additional Notes,Data Type,Data Format,Measurement Level,Recoded Variable Flag,Recoded Variable Notes
UoF_Individual_Records,TypeForceUsed_LessLethalFirearm_Shotgun_Pointed,Type Force Used - Less Lethal Firearm - Shotgun - Pointed,Specifies if a shotgun deployed with less lethal projectiles was pointed by the reporting officer,"1 
Blank",Mandatory - Conditional,"At least one of 2 multi-select options is mandatory IF the report is for 1 Individual or more AND the type of force used is a ""Less Lethal Firearm"" AND the weapon used is ""Shotgun"".
Blank = Not selected.
",Integer,,Boolean,,
UoF_Individual_Records,TypeForceUsed_LessLethalFirearm_Shotgun_Discharged,Type Force Used - Less Lethal Firearm - Shotgun - Discharged,Specifies if a shotgun deployed with less lethal projectiles was discharged by the reporting officer,"1 
Blank",Mandatory - Conditional,"At least one of 2 multi-select options is mandatory IF the report is for 1 Individual or more AND the type of force used is a ""Less Lethal Firearm"" AND the weapon used is ""Shotgun"".
Blank = Not selected.
",Integer,,Boolean,,
UoF_Individual_Records,TypeForceUsed_LessLethalFirearm_Shotgun_AssistControllingBehaviour,Type Force Used - Less Lethal Firearm - Shotgun - Assist Controlling Behaviour,Specifies whether use of the less lethal shotgun assisted in controlling the individual's behaviour,"Yes
No",Mandatory - Conditional,"Mandatory IF the report is for 1 Individual or more AND the type of force used is a ""Less Lethal. Firearm"" AND the weapon used is ""Shotgun"".",Text,,Boolean,,
UoF_Individual_Records,TypeForceUsed_LessLethalFirearm_ExtendedRangeImpactWeapon_Check,Type Force Used - Less Lethal Firearm - Extended Range Impact Weapon,Specifies if an extended range impact weapon was used by the reporting officer,"1 
Blank",Mandatory - Conditional,"At least one of 2 multi-select options is mandatory IF the report is for 1 Individual or more AND the type of force used is a ""Less Lethal Firearm"".
Blank = Not selected.
",Integer,,Boolean,,
UoF_Individual_Records,TypeForceUsed_LessLethalFirearm_ExtendedRangeImpactWeapon_Pointed,Type Force Used - Less Lethal Firearm - Extended Range Impact Weapon - Pointed,Specifies if an extended range impact weapon was pointed by the reporting officer,"1 
Blank",Mandatory - Conditional,"At least one of 2 multi-select options is mandatory IF the report is for 1 Individual or more AND the type of force used is a ""Less Lethal Firearm"" AND the weapon used is ""Extended Range Impact Weapon"".",Integer,,Boolean,,
UoF_Individual_Records,TypeForceUsed_LessLethalFirearm_ExtendedRangeImpactWeapon_Discharged,Type Force Used - Less Lethal Firearm - Extended Range Impact Weapon - Discharged,Specifies if an extended range impact weapon was discharged by the reporting officer,"1 
Blank",Mandatory - Conditional,"At least one of 2 multi-select options is mandatory IF the report is for 1 Individual or more AND the type of force used is a ""Less Lethal Firearm"" AND the weapon used is ""Extended Range Impact Weapon"".
Blank = Not selected.",Integer,,Boolean,,
UoF_Individual_Records,TypeForceUsed_LessLethalFirearm_ExtendedRangeImpactWeapon_AssistControllingBehaviour,Type Force Used - Less Lethal Firearm - Extended Range Impact Weapon - Assist Controlling Behaviour,Specifies whether use of the extended range weapon assisted in controlling the individual's behaviour,"Yes
No",Mandatory - Conditional,"Mandatory IF the report is for 1 Individual or more AND the type of force used is a ""Less Lethal Firearm"".",Text,,Boolean,,
UoF_Individual_Records,TypeForceUsed_Other_Check,Type Force Used - Other,"Specifies if any other type of force was used by the reporting officer such as canine, horse, weapon of opportunity, etc.","1 
Blank",Mandatory - Conditional,"At least one of 4 multi-select options is mandatory IF the report is for 1 Individual or more.
Blank = Not selected.",Integer,,Boolean,,
UoF_Individual_Records,TypeForceUsed_Other_AssistControllingBehaviour,Type Force Used - Other- Assist Controlling Behaviour,Specifies whether 'Other' type of force used assisted in controlling the individual's behaviour,"Yes
No",Mandatory - Conditional,"Mandatory IF the report is for 1 Individual or more AND Type of force used is ""Other"".",Text,,Boolean,,
UoF_Individual_Records,TypeForceUsed_Firearm_Check,Type Force Used - Firearm,Specifies if a firearm was used by the reporting officer,"1 
Blank",Mandatory - Conditional,"At least one of 4 multi-select options is mandatory IF the report is for 1 Individual or more.
Blank = Not selected.",Integer,,Boolean,Yes,"Where data was missing, it was supplemented with information from the occurrence narrative, where available"
UoF_Individual_Records,TypeForceUsed_Firearm_Handgun_Check,Type Force Used - Firearm - Handgun,Specifies if a handgun was used by the reporting officer,"1 
Blank",Mandatory - Conditional,"At least one of 3 multi-select options is mandatory IF the report is for 1 Individual or more AND Type of force used is ""Firearm"".
Blank = Not selected.",Integer,,Boolean,Yes,"Where data was missing, it was supplemented with information from the occurrence narrative, where available"
UoF_Individual_Records,TypeForceUsed_Firearm_Handgun_Drawn,Type Force Used - Firearm - Handgun - Drawn,Specifies if a handgun was drawn by the reporting officer,"1 
Blank",Mandatory - Conditional,"At least one of 2 multi-select options is mandatory IF the report is for 1 Individual or more AND Type of force used is ""Firearm"" AND the firearm was a ""Handgun"".
Blank = Not selected.",Integer,,Boolean,Yes,"Where data was missing, it was supplemented with information from the occurrence narrative, where available"
UoF_Individual_Records,TypeForceUsed_Firearm_Handgun_Pointed,Type Force Used - Firearm - Handgun - Pointed,Specifies if a handgun was pointed by the reporting officer,"1 
Blank",Mandatory - Conditional,"At least one of 2 multi-select options is mandatory IF the report is for 1 Individual or more AND Type of force used is ""Firearm"" AND the firearm was a ""Handgun"".
Blank = Not selected.",Integer,,Boolean,Yes,"Where data was missing, it was supplemented with information from the occurrence narrative, where available"
UoF_Individual_Records,TypeForceUsed_Firearm_Handgun_Discharged,Type Force Used - Firearm - Handgun - Discharged,Specifies if a handgun was discharged by the reporting officer,"1 
Blank",Mandatory - Conditional,"At least one of 2 multi-select options is mandatory IF the report is for 1 Individual or more AND Type of force used is ""Firearm"" AND the firearm was a ""Handgun"".
Blank = Not selected.",Integer,,Boolean,,
UoF_Individual_Records,TypeForceUsed_Firearm_Handgun_AssistControllingBehaviour,Type Force Used - Firearm - Handgun - Assist Controlling Behaviour,Specifies whether use of the handgun assisted in controlling the individual's behaviour,"Yes
No",Mandatory - Conditional,"Mandatory IF the report is for 1 Individual or more AND Type of force used is ""Firearm"" AND the firearm was a ""Handgun"".",Text,,Boolean,Yes,"Where data was missing, it was supplemented with information from the occurrence narrative, where available"
UoF_Individual_Records,TypeForceUsed_Firearm_Rifle_Check,Type Force Used - Firearm - Rifle,Specifies if a rifle was used by the reporting officer,"1 
Blank",Mandatory - Conditional,"At least one of 3 multi-select options is mandatory IF the report is for 1 Individual or more AND Type of force used is ""Firearm"".
Blank = Not selected.",Integer,,Boolean,Yes,"Where data was missing, it was supplemented with information from the occurrence narrative, where available"
UoF_Individual_Records,TypeForceUsed_Firearm_Rifle_Pointed,Type Force Used - Firearm - Rifle - Pointed,Specifies if a rifle was pointed by the reporting officer,"1 
Blank",Mandatory - Conditional,"At least one of 2 multi-select options is mandatory IF the report is for 1 Individual or more AND Type of force used is ""Firearm"" AND the firearm was a ""Rifle"".
Blank = Not selected.",Integer,,Boolean,Yes,"Where data was missing, it was supplemented with information from the occurrence narrative, where available"
UoF_Individual_Records,TypeForceUsed_Firearm_Rifle_Discharged,Type Force Used - Firearm - Rifle - Discharged,Specifies if a rifle was discharged by the reporting officer,"1 
Blank",Mandatory - Conditional,"At least one of 2 multi-select options is mandatory IF the report is for 1 Individual or more AND Type of force used is ""Firearm"" AND the firearm was a ""Rifle"".
Blank = Not selected.",Integer,,Boolean,,
UoF_Individual_Records,TypeForceUsed_Firearm_Rifle_AssistControllingBehaviour,Type Force Used - Firearm - Rifle - Assist Controlling Behaviour,Specifies whether use of the rifle assisted in controlling the individual's behaviour,"Yes
No",Mandatory - Conditional,"Mandatory IF the report is for 1 Individual or more AND Type of force used is ""Firearm"" AND the firearm was a ""Rifle"".",Text,,Boolean,Yes,"Where data was missing, it was supplemented with information from the occurrence narrative, where available"
UoF_Individual_Records,TypeForceUsed_Firearm_ShotgunLethal_Check,Type Force Used - Firearm - Shotgun Lethal,Specifies if a shotgun was used by the reporting officer,"1 
Blank",Mandatory - Conditional,"At least one of 3 multi-select options is mandatory IF the report is for 1 Individual or more AND Type of force used is ""Firearm"".
Blank = Not selected.",Integer,,Boolean,,
UoF_Individual_Records,TypeForceUsed_Firearm_ShotgunLethal_Pointed,Type Force Used - Firearm - Shotgun Lethal - Pointed,Specifies if a shotgun was pointed by the reporting officer,"1 
Blank",Mandatory - Conditional,"At least one of 2 multi-select options is mandatory IF the report is for 1 Individual or more AND Type of force used is ""Firearm"" AND the firearm was a ""Shotgun (Lethal)"".
Blank = Not selected.",Integer,,Boolean,,
UoF_Individual_Records,TypeForceUsed_Firearm_ShotgunLethal_Discharged,Type Force Used - Firearm - Shotgun Lethal - Discharged,Specifies if a shotgun was discharged by the reporting officer,"1 
Blank",Mandatory - Conditional,"At least one of 2 multi-select options is mandatory IF the report is for 1 Individual or more AND Type of force used is ""Firearm"" AND the firearm was a ""Shotgun (Lethal)"".
Blank = Not selected.",Integer,,Boolean,,
UoF_Individual_Records,TypeForceUsed_Firearm_ShotgunLethal_AssistControllingBehaviour,Type Force Used - Firearm - Shotgun Lethal - Assist Controlling Behaviour,Specifies whether use of the shotgun assisted in controlling the individual's behaviour,"Yes
No",Mandatory - Conditional,"Mandatory IF the report is for 1 Individual or more AND Type of force used is ""Firearm"" AND the firearm was a ""Shotgun (Lethal)"".",Text,,Boolean,,
UoF_Individual_Records,TypeForceUsed_Firearm_IssuePoliceChallenge,Type Force Used - Firearm - Issue Police Challenge,"Specifies whether the reporting officer issued the police challenge before pointing or discharging a handgun, rifle and/or lethal shotgun","Yes
No",Mandatory - Conditional,"Mandatory IF the report is for 1 Individual or more AND Type of force used is ""Firearm"" AND the Firearm (either Handgun, Rifle or Shotgun(Lethal)) was Pointed OR Discharged.",Text,,Boolean,Yes,"Where data was missing, it was supplemented with information from the occurrence narrative, where available"
UoF_Individual_Records,TypeForceUsed_Firearm_Comply,Type Force Used - Firearm - Comply,Specifies whether the individual complied when the reporting office issued the police challenge,"Yes
No",Mandatory - Conditional,"Mandatory IF the report is for 1 Individual or more AND Type of force used is ""Firearm"" AND the Firearm (either Handgun, Rifle or Shotgun(Lethal)) was Pointed OR Discharged AND the Police Challenge was issued.",Text,,Boolean,Yes,"Where data was missing, it was supplemented with information from the occurrence narrative, where available"
UoF_Individual_Records,TypeForceUsed_Firearm_NoChallengeWhyNot_NotViable,Type Force Used - Firearm - No Challenge - Why Not - Not Viable,"Specifies ""not viable"" as the reason why the reporting officer did not issue the police challenge before pointing or discharging a handgun, rifle and/or lethal shotgun","1 
Blank",Mandatory - Conditional,"At least one of 3 multi-select options is mandatory IF the report is for 1 Individual or more AND Type of force used is ""Firearm"" AND the Firearm (either Handgun, Rifle or Shotgun(Lethal)) was Pointed OR Discharged AND the Police Challenge was not issued.
Blank = Not selected.",Integer,,Boolean,,
UoF_Individual_Records,TypeForceUsed_Firearm_NoChallengeWhyNot_IssuedByAnOtherOfficer,Type Force Used - Firearm - No Challenge - Why Not - Issued by Another Officer,"Specifies ""issued by another officer"" as the reason why the reporting officer did not issue the police challenge before pointing or discharging a handgun, rifle and/or lethal shotgun","1 
Blank",Mandatory - Conditional,"At least one of 3 multi-select options is mandatory IF the report is for 1 Individual or more AND Type of force used is ""Firearm"" AND the Firearm (either Handgun, Rifle or Shotgun(Lethal)) was Pointed OR Discharged AND the Police Challenge was not issued.
Blank = Not selected.",Integer,,Boolean,,
UoF_Individual_Records,TypeForceUsed_Firearm_NoChallengeWhyNot_Other,Type Force Used - Firearm - No Challenge - Why Not - Other,"Specifies ""other"" as reason(s) why the reporting officer did not issue the police challenge before pointing or discharging a handgun, rifle and/or lethal shotgun","1 
Blank",Mandatory - Conditional,"At least one of 3 multi-select options is mandatory IF the report is for 1 Individual or more AND Type of force used is ""Firearm"" AND the Firearm (either Handgun, Rifle or Shotgun(Lethal)) was Pointed OR Discharged AND the Police Challenge was not issued.
Blank = Not selected.",Integer,,Boolean,Yes,'Other' category includes instances where information was not provided for this question
UoF_Individual_Records,IndividualInjuries_PhysicalInjuriesIndividual,Individual Injuries - Physical Injuries,Specifies whether the individual(s) sustained physical injuries as a result of the force applied by the reporting officer,"Yes 
No 
Fatal 
Don’t Know (e.g., individual fled/escaped)",Mandatory - Conditional,Mandatory IF the report is for 1 Individual or more.,Text,,Nominal,Yes,Correcting values based on additional information from the narrative and other associated reports
UoF_Individual_Records,IndividualInjuries_Treatment_No,Individual Injuries - Treatment - None,Specifies whether the individual(s) needed no treatment for the injury caused by the reporting officer's use of force,"1 
Blank",Mandatory - Conditional,"At least one of 7 single (IF this specific option is selected, no other additional options can be selected) or multi-select options is mandatory IF Report Type = ""Individual"" AND there were Individual involved injuries because of the use of force applied.
Blank = Not selected.",Integer,,Boolean,,
UoF_Individual_Records,IndividualInjuries_Treatment_FirstAid,Individual Injuries - Treatment - First Aid,Specifies whether the individual(s) needed first aid treatment for the injury caused by the reporting officer's use of force,"1 
Blank",Mandatory - Conditional,"At least one of 7 single or multi-select options is mandatory IF Report Type = ""Individual"" AND there were Individual involved injuries because of the use of force applied.
Blank =Not selected.
",Integer,,Boolean,,
UoF_Individual_Records,IndividualInjuries_Treatment_MedicalPersonnelScene,Individual Injuries - Treatment - Medical Personnel at Scene,Specifies whether the individual(s) needed medical attention by personnel at scene for the injury caused by the reporting officer's use of force,"1 
Blank",Mandatory - Conditional,"At least one of 7 single or multi-select options is mandatory IF Report Type = ""Individual"" AND there were Individual involved injuries because of the use of force applied
Blank =Not selected
",Integer,,Boolean,,
UoF_Individual_Records,IndividualInjuries_Treatment_AdmissionMedicalFacility,Individual Injuries - Treatment - Admission at Medical Facility,Specifies whether the individual(s) needed to be admitted to medical facility for the injury caused by the reporting officer's use of force,"1 
Blank",Mandatory - Conditional,"At least one of 7 single or multi-select options is mandatory IF Report Type = ""Individual"" AND there were Individual involved injuries because of the use of force applied.
Blank =Not selected.
",Integer,,Boolean,Yes,"Where data was missing, it was supplemented with information from the occurrence narrative, where available"
UoF_Individual_Records,IndividualInjuries_Treatment_MedicalFacility,Individual Injuries - Treatment - at Medical Facility,Specifies whether the individual(s) needed medical attention at a facility for the injury caused by the reporting officer's use of force,"1 
Blank",Mandatory - Conditional,"At least one of 7 single or multi-select options is mandatory IF Report Type = ""Individual"" AND there were Individual involved injuries because of the use of force applied.
Blank =Not selected.
",Integer,,Boolean,,
UoF_Individual_Records,IndividualInjuries_Treatment_Unknown,Individual Injuries - Treatment - Unknown,Specifies whether the requirement for treatment for the injury caused by the reporting officer's use of force was unknown,"1 
Blank",Mandatory - Conditional,"At least one of 7 single (IF this specific option is selected, no other additional options can be selected) or multi-select options is mandatory IF Report Type = ""Individual"" AND there were Individual involved injuries because of the use of force applied.
Blank = Not selected.",Integer,,Boolean,,
UoF_Individual_Records,IndividualInjuries_Treatment_Other,Individual Injuries - Treatment - Other,Specifies whether the individual(s) needed any other treatment for the injury caused by the reporting officer's use of force,"1 
Blank",Mandatory - Conditional,"At least one of 7 single or multi-select options is mandatory IF Report Type = ""Individual"" AND there were Individual involved injuries because of the use of force applied.
Blank = Not selected",Integer,,Boolean,Yes,Other' category includes instances where information was not provided for this question
UoF_Weapon_Records,id_,Row ID,This variable is auto-generated when the dataset is uploaded to the Ontario Data Catalogue ,,,"This variable cannot be used to link datasets, as the same _id will likely represent different records across different datasets.",Integer,,Nominal,,
UoF_Weapon_Records,BatchFileName,Batch File Name,Unique identifier for each use of force report submitted,,,"This is an internal autogenerated identifier based on the report submission ID. This is a linking variable between UoF_Main_Records, UoF_Individual_Records, UoF_Weapon_Records, UoF_Probe_Records Tables.",Text,,Nominal,,
UoF_Weapon_Records,Indiv_Index,Individual Index,"Index for each of the individuals on whom reportable use of force was used, within a Use of Force report.

",Number between 1 and 99,Mandatory - Conditional,"Mandatory IF the report is for 1 Individual or more. This is a linking variable between UoF_Individual_Records,  UoF_Weapon_Records and UoF_Probe_Records Tables.",Integer,,Nominal,,
UoF_Weapon_Records,Weapon,Weapon,Weapon(s) the individual was perceived/believed to have or have access to ,"Aerosol
Canine
Club or Impact Weapon
Handgun
Long Gun (rifle, shotgun)
Knife/Edged
Vehicle
Unknown Type of Weapon
Other",Mandatory - Conditional,Mandatory IF the report is for 1 Individual or more AND Individual was perceived/believed to have access to a weapon(s).,Text,,Nominal,,
UoF_Weapon_Records,Location,Weapon Location,Location of the weapon(s) the individual was perceived/believed to have or have access to ,"Accessible (e.g., within reach)
In Hand
On Individual, including concealed",Mandatory - Conditional,Mandatory IF the report is for 1 Individual or more AND Individual was perceived/believed to have access to a weapon(s) other than Canine or Vehicle. Single-selection only.,Text,,Nominal,,
UoF_Weapon_Records,Id_,Row ID,This variable is auto-generated when the dataset is uploaded to the Ontario Data Catalogue ,,,"This variable cannot be used to link datasets, as the same _Id will likely represent different records across different datasets.",Integer,,Nominal,,
UoF_Probe_Cycle_Records,BatchFileName,Batch File Name,Unique identifier for each use of force report submitted,,,"This is an internal autogenerated identifier based on the report submission ID. This is a linking variable between UoF_Main_Records, UoF_Individual_Records, UoF_Weapon_Records, UoF_Probe_Records Tables",Text,,Nominal,,
UoF_Probe_Cycle_Records,Indiv_Index,Individual Index,"Index for each of the individuals on whom reportable use of force was used, within a Use of Force report.

",Number between 1 and 99,Mandatory - Conditional,"Mandatory IF the report is for 1 Individual or more. This is a linking variable between UoF_Individual_Records,  UoF_Weapon_Records and UoF_Probe_Records Tables.",Integer,,Nominal,,
UoF_Probe_Cycle_Records,ConductedEnergyWeapon_CartridgeProbe_CartridgeProbeCycles_Cyc,Cartridge Probe Cycles,Specifies the cycles used in each deployment mode for the conducted energy weapon,"Single Cycle (5 seconds) 
Extended Cycle (more than 5 seconds) 
Multiple Cycles
Missing Data",Mandatory - Conditional,"At least one of 3 single-select options is mandatory IF the report is for 1 Individual or more AND the type of force used is ""Intermediate Weapon' AND the weapon used is ""Conducted Energy Weapon (CEW)"" AND Weapon was Discharged AND deployment mode was ""Cartridge/Probe"".
",Text,,Nominal,,
